Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,No,Travel_Frequently,620,Sales,14,1,Marketing,1,6458,4,Male,39,4,1,Research Scientist,1,Married,13711,2196,6,Y,No,14,3,2,80,2,28,0,2,10,10,9,8
50,No,Travel_Rarely,504,Human Resources,11,2,Life Sciences,1,6459,1,Female,54,3,3,Manufacturing Director,2,Single,12510,16694,6,Y,No,14,3,1,80,3,37,5,4,11,11,11,11
27,Yes,Travel_Frequently,922,Research & Development,18,2,Life Sciences,1,6460,1,Female,55,1,1,Manager,4,Married,7992,24327,6,Y,No,18,3,1,80,0,6,3,4,6,6,5,3
59,No,Travel_Rarely,1189,Sales,14,4,Technical Degree,1,6461,2,Male,37,4,2,Manager,4,Married,16290,13752,2,Y,No,20,3,2,80,0,19,5,1,5,5,5,1
29,Yes,Non-Travel,1480,Research & Development,14,1,Human Resources,1,6462,3,Female,67,1,2,Manager,2,Married,15930,5605,1,Y,Yes,17,3,2,80,2,14,5,4,8,8,8,7
33,Yes,Travel_Rarely,169,Research & Development,25,2,Human Resources,1,6463,1,Female,93,4,4,Manager,1,Single,8817,13344,9,Y,Yes,24,4,3,80,2,3,0,1,3,3,1,2
58,No,Travel_Rarely,375,Research & Development,16,4,Human Resources,1,6464,4,Male,87,4,3,Sales Executive,3,Married,15348,7109,1,Y,No,23,3,4,80,2,3,0,1,3,3,3,3
49,No,Travel_Rarely,304,Research & Development,8,3,Human Resources,1,6465,3,Female,88,4,3,Sales Executive,2,Married,6305,24036,0,Y,No,21,3,3,80,3,39,3,4,28,10,6,13
32,No,Travel_Rarely,486,Sales,7,2,Human Resources,1,6466,1,Female,63,3,5,Laboratory Technician,4,Divorced,3973,17706,2,Y,No,14,3,2,80,1,28,5,1,28,9,1,9
44,No,Travel_Rarely,975,Sales,18,2,Medical,1,6467,2,Male,61,1,4,Research Scientist,4,Married,14011,14012,3,Y,No,22,3,3,80,2,18,3,4,13,10,9,7
45,Yes,Non-Travel,1484,Sales,21,5,Marketing,1,6468,4,Male,73,1,3,Sales Representative,2,Single,4437,7235,9,Y,Yes,17,3,1,80,0,27,1,1,27,11,8,14
34,Yes,Travel_Rarely,1036,Sales,19,3,Other,1,6469,3,Female,40,2,2,Manager,3,Married,17413,17347,3,Y,No,23,3,4,80,0,6,0,2,6,6,6,6
19,Yes,Travel_Rarely,1276,Sales,27,1,Human Resources,1,6470,2,Male,62,4,4,Healthcare Representative,4,Single,10452,9261,8,Y,No,18,3,2,80,0,35,6,1,3,3,3,3
53,No,Travel_Rarely,150,Research & Development,9,4,Other,1,6471,2,Male,32,3,5,Research Director,3,Married,18496,24189,6,Y,No,12,3,3,80,2,29,4,4,9,9,3,9
24,No,Travel_Frequently,114,Sales,27,3,Life Sciences,1,6472,3,Male,55,4,5,Research Scientist,4,Married,5313,23838,8,Y,Yes,25,3,3,80,1,15,2,4,11,6,8,11
30,No,Non-Travel,205,Research & Development,11,1,Other,1,6473,1,Male,52,1,2,Sales Representative,3,Single,16154,25953,6,Y,No,11,3,1,80,1,34,0,2,23,11,9,10
32,No,Travel_Frequently,816,Research & Development,17,2,Other,1,6474,4,Female,86,1,3,Manufacturing Director,2,Divorced,5603,11514,6,Y,No,21,3,4,80,3,28,5,4,0,0,0,0
42,No,Non-Travel,255,Research & Development,14,4,Marketing,1,6475,2,Male,67,4,2,Laboratory Technician,3,Married,14864,15366,6,Y,No,17,3,2,80,0,16,1,4,16,5,1,5
40,Yes,Travel_Rarely,334,Human Resources,23,4,Other,1,6476,2,Male,98,1,5,Sales Executive,2,Single,6495,3226,4,Y,Yes,11,3,1,80,3,37,1,1,37,4,9,10
39,No,Travel_Rarely,423,Research & Development,3,3,Technical Degree,1,6477,3,Female,95,4,4,Research Scientist,3,Married,10699,16437,8,Y,No,11,3,1,80,0,13,2,2,13,13,13,1
43,No,Non-Travel,585,Human Resources,3,5,Technical Degree,1,6478,3,Female,53,4,3,Sales Representative,2,Married,9176,14392,5,Y,No,22,3,1,80,0,35,2,3,8,4,8,3
50,No,Travel_Rarely,1424,Research & Development,12,1,Human Resources,1,6479,3,Female,77,2,2,Laboratory Technician,4,Married,2162,24497,0,Y,No,19,4,3,80,1,28,3,4,15,9,9,7
28,No,Non-Travel,310,Human Resources,9,3,Medical,1,6480,2,Male,82,3,3,Healthcare Representative,3,Married,12720,21103,5,Y,No,24,3,1,80,3,0,0,4,0,0,0,0
27,No,Travel_Rarely,205,Research & Development,16,5,Medical,1,6481,1,Female,77,3,4,Laboratory Technician,2,Married,2564,9372,8,Y,Yes,16,3,3,80,1,21,2,3,21,4,5,0
42,No,Travel_Rarely,1408,Sales,12,5,Marketing,1,6482,1,Male,64,1,5,Sales Representative,1,Single,13185,15017,6,Y,No,16,3,2,80,0,4,5,3,4,4,4,4
54,No,Travel_Rarely,767,Research & Development,1,5,Medical,1,6483,4,Female,56,1,2,Manufacturing Director,4,Married,11916,24391,0,Y,No,13,3,1,80,3,18,6,1,18,7,14,4
60,No,Non-Travel,902,Research & Development,28,4,Other,1,6484,3,Male,48,2,5,Research Director,3,Divorced,19381,23882,8,Y,No,14,3,2,80,2,16,1,1,16,0,5,2
55,Yes,Travel_Frequently,1136,Research & Development,15,1,Technical Degree,1,6485,4,Female,96,1,2,Research Director,3,Single,15019,17015,1,Y,No,13,3,4,80,3,32,4,1,20,14,4,6
58,No,Travel_Rarely,592,Sales,25,1,Human Resources,1,6486,2,Female,82,1,3,Manufacturing Director,1,Married,6971,20613,6,Y,No,20,3,1,80,1,11,2,3,11,3,4,1
41,Yes,Non-Travel,113,Research & Development,28,3,Life Sciences,1,6487,2,Male,85,4,1,Research Scientist,2,Divorced,13674,24049,6,Y,No,11,3,1,80,1,26,5,1,13,13,11,3
57,No,Non-Travel,1063,Research & Development,27,2,Other,1,6488,2,Male,35,2,2,Sales Representative,1,Divorced,8802,10532,0,Y,No,17,3,2,80,1,17,1,3,5,3,3,5
50,No,Travel_Rarely,1317,Sales,6,3,Technical Degree,1,6489,4,Female,54,4,2,Sales Executive,1,Married,6441,7009,5,Y,No,14,3,3,80,3,35,5,4,35,7,6,0
34,No,Travel_Rarely,433,Research & Development,29,1,Technical Degree,1,6490,3,Female,58,4,5,Human Resources,2,Married,13273,26083,4,Y,Yes,24,3,3,80,2,16,0,4,16,16,6,0
41,No,Travel_Rarely,358,Research & Development,12,4,Marketing,1,6491,4,Male,54,1,1,Healthcare Representative,3,Married,16523,19739,2,Y,No,14,3,4,80,1,34,6,2,34,6,7,9
54,No,Travel_Rarely,103,Human Resources,7,3,Other,1,6492,4,Male,31,4,1,Manufacturing Director,3,Divorced,17232,7460,1,Y,No,18,3,2,80,0,37,6,1,15,9,4,12
19,No,Travel_Rarely,810,Research & Development,24,2,Medical,1,6493,2,Female,74,3,1,Manufacturing Director,3,Single,14271,17463,5,Y,No,24,4,3,80,0,34,2,4,12,9,12,12
49,Yes,Travel_Frequently,882,Research & Development,7,3,Life Sciences,1,6494,2,Male,91,3,1,Human Resources,1,Married,14281,17583,9,Y,Yes,13,4,3,80,3,38,1,2,21,5,6,10
41,No,Travel_Rarely,279,Research & Development,11,5,Life Sciences,1,6495,1,Male,64,3,4,Sales Executive,2,Single,10413,17849,5,Y,No,14,3,3,80,3,33,4,2,33,8,7,15
26,No,Travel_Rarely,575,Sales,14,2,Medical,1,6496,3,Female,98,2,3,Manufacturing Director,3,Single,4627,3416,1,Y,No,23,4,3,80,2,16,2,4,16,1,2,14
21,No,Travel_Rarely,1063,Research & Development,18,5,Human Resources,1,6497,3,Male,62,2,2,Manager,2,Married,17541,2942,5,Y,No,18,3,1,80,3,1,6,2,1,1,1,1
34,No,Travel_Rarely,723,Research & Development,23,4,Medical,1,6498,3,Male,56,3,3,Research Director,1,Married,9074,5194,5,Y,No,17,3,2,80,1,29,4,3,12,11,8,12
34,No,Travel_Frequently,687,Research & Development,13,1,Human Resources,1,6499,4,Male,47,3,3,Research Scientist,3,Single,2618,19546,4,Y,No,13,3,2,80,1,19,3,4,4,4,4,4
47,No,Travel_Frequently,1140,Research & Development,11,3,Life Sciences,1,6500,2,Female,98,4,3,Research Director,4,Married,17918,7236,3,Y,No,21,3,3,80,3,26,0,2,9,9,0,8
57,No,Travel_Rarely,278,Sales,15,3,Other,1,6501,2,Male,70,2,3,Human Resources,1,Single,19234,8373,3,Y,No,20,3,3,80,1,38,6,1,27,17,4,17
28,No,Travel_Rarely,486,Research & Development,14,5,Marketing,1,6502,1,Male,48,1,4,Research Director,2,Divorced,13931,25835,9,Y,No,17,4,3,80,1,33,6,1,28,12,6,0
38,No,Travel_Rarely,1135,Research & Development,26,5,Technical Degree,1,6503,4,Male,40,1,5,Healthcare Representative,4,Married,6438,5536,6,Y,Yes,15,3,1,80,3,23,2,3,23,14,1,15
38,No,Travel_Rarely,1188,Sales,1,1,Other,1,6504,3,Male,45,2,4,Sales Executive,4,Married,4369,17840,7,Y,No,25,3,2,80,0,32,1,2,32,17,3,9
35,No,Travel_Frequently,1366,Sales,13,3,Life Sciences,1,6505,4,Male,47,4,2,Manager,4,Divorced,4779,2112,9,Y,No,19,3,4,80,2,13,6,3,3,3,3,3
46,No,Travel_Rarely,1193,Sales,7,1,Life Sciences,1,6506,2,Male,63,3,1,Sales Executive,3,Married,19385,24420,1,Y,No,20,4,2,80,2,21,5,2,11,11,8,10
41,No,Travel_Frequently,1431,Research & Development,24,5,Life Sciences,1,6507,1,Male,90,4,5,Manufacturing Director,3,Divorced,19518,17210,4,Y,No,11,3,4,80,2,6,4,1,6,6,2,6
27,No,Travel_Rarely,1016,Sales,12,5,Technical Degree,1,6508,4,Male,41,4,2,Human Resources,3,Divorced,18981,14905,7,Y,No,12,3,3,80,1,27,6,3,6,0,6,6
34,Yes,Travel_Rarely,419,Sales,6,2,Human Resources,1,6509,2,Male,55,2,1,Healthcare Representative,4,Single,6220,8178,1,Y,No,18,4,4,80,2,13,1,1,3,3,3,3
35,No,Non-Travel,1491,Human Resources,27,5,Marketing,1,6510,4,Male,59,3,4,Sales Representative,3,Married,17336,17780,8,Y,Yes,19,3,1,80,3,9,5,3,9,8,8,9
59,No,Travel_Frequently,1413,Research & Development,14,5,Other,1,6511,2,Female,92,2,3,Human Resources,4,Married,18848,23770,1,Y,No,23,3,3,80,3,17,5,4,17,7,6,10
37,No,Travel_Rarely,921,Sales,21,1,Other,1,6512,4,Female,83,2,2,Manufacturing Director,1,Married,9397,13767,3,Y,No,16,3,3,80,2,32,5,3,10,10,4,10
54,No,Travel_Rarely,556,Sales,7,2,Marketing,1,6513,3,Female,40,4,3,Healthcare Representative,1,Married,10281,22767,3,Y,No,14,4,1,80,2,17,6,2,3,3,3,3
35,No,Travel_Rarely,1131,Sales,17,2,Marketing,1,6514,4,Female,61,2,3,Manager,2,Single,3508,18998,0,Y,No,19,3,3,80,1,21,6,4,3,3,3,3
34,No,Travel_Rarely,583,Sales,18,3,Human Resources,1,6515,4,Male,87,2,3,Sales Executive,3,Divorced,12322,22881,9,Y,No,17,3,2,80,0,10,5,2,1,1,1,1
26,No,Travel_Rarely,1469,Sales,20,4,Other,1,6516,3,Male,73,2,5,Healthcare Representative,4,Single,19012,15817,0,Y,No,13,3,3,80,0,22,0,4,5,5,5,0
31,No,Travel_Rarely,1400,Research & Development,20,3,Medical,1,6517,4,Male,77,2,1,Manufacturing Director,4,Married,10080,10168,3,Y,No,13,3,4,80,1,27,5,2,3,3,3,3
46,Yes,Non-Travel,698,Sales,25,3,Medical,1,6518,2,Male,88,4,3,Sales Executive,2,Single,10281,11931,9,Y,No,19,3,4,80,3,31,2,1,7,7,4,4
48,No,Travel_Rarely,1371,Research & Development,25,3,Marketing,1,6519,2,Female,44,3,2,Manufacturing Director,1,Married,18870,5817,2,Y,No,25,3,1,80,0,0,5,3,0,0,0,0
21,Yes,Travel_Rarely,1471,Research & Development,25,2,Life Sciences,1,6520,2,Female,75,3,5,Healthcare Representative,2,Divorced,14527,17891,7,Y,Yes,19,3,2,80,3,38,4,1,7,7,7,2
35,No,Travel_Rarely,682,Research & Development,29,1,Life Sciences,1,6521,2,Female,31,4,1,Human Resources,4,Married,3964,15857,8,Y,No,17,3,1,80,3,11,4,1,11,11,0,9
37,No,Travel_Frequently,960,Research & Development,8,5,Technical Degree,1,6522,2,Female,78,1,2,Sales Executive,4,Married,9175,21828,1,Y,No,22,3,3,80,0,37,0,2,19,4,14,13
60,No,Travel_Frequently,827,Research & Development,3,2,Medical,1,6523,3,Male,34,2,5,Manager,1,Single,13773,16261,5,Y,No,23,3,4,80,0,21,6,4,21,17,4,15
26,No,Travel_Rarely,510,Research & Development,6,5,Life Sciences,1,6524,3,Male,54,4,5,Research Director,3,Married,11099,12849,7,Y,Yes,13,4,4,80,3,8,4,2,8,0,8,2
30,Yes,Travel_Frequently,794,Research & Development,16,5,Marketing,1,6525,4,Male,77,1,1,Human Resources,2,Divorced,3561,13584,5,Y,Yes,16,3,1,80,1,24,6,2,24,12,7,14
32,No,Travel_Rarely,815,Sales,25,4,Technical Degree,1,6526,2,Male,78,1,3,Healthcare Representative,3,Divorced,6623,11038,0,Y,No,23,3,1,80,1,20,4,2,20,9,7,13
44,No,Travel_Frequently,500,Sales,5,3,Medical,1,6527,4,Male,82,2,2,Research Scientist,1,Married,11839,15197,6,Y,No,21,3,4,80,3,35,3,2,10,9,0,10
32,No,Travel_Rarely,873,Research & Development,24,4,Technical Degree,1,6528,2,Male,94,4,4,Sales Executive,2,Married,13323,17097,1,Y,No,17,3,4,80,0,34,2,4,26,2,8,16
45,No,Travel_Frequently,1260,Research & Development,3,3,Life Sciences,1,6529,4,Female,67,2,3,Healthcare Representative,2,Single,11769,4858,5,Y,No,11,3,4,80,1,6,6,3,6,3,2,6
54,No,Travel_Rarely,653,Research & Development,15,2,Marketing,1,6530,3,Male,79,1,4,Laboratory Technician,3,Married,14832,10858,2,Y,Yes,24,3,1,80,3,18,6,1,0,0,0,0
36,No,Travel_Rarely,1209,Research & Development,18,5,Marketing,1,6531,2,Male,32,1,2,Manager,4,Married,11104,22602,2,Y,Yes,17,3,4,80,1,4,1,1,4,4,4,3
43,No,Travel_Rarely,100,Research & Development,24,4,Marketing,1,6532,3,Female,33,2,4,Human Resources,3,Married,11091,3023,0,Y,No,22,3,2,80,0,30,2,4,8,8,8,8
43,Yes,Travel_Frequently,639,Research & Development,13,2,Life Sciences,1,6533,4,Male,97,2,4,Sales Executive,3,Divorced,4112,9499,7,Y,No,14,3,2,80,1,13,2,1,8,8,7,8
42,No,Travel_Rarely,173,Research & Development,14,2,Human Resources,1,6534,3,Male,59,2,1,Manufacturing Director,4,Married,10499,18885,6,Y,No,18,4,4,80,2,0,0,4,0,0,0,0
43,No,Travel_Frequently,704,Human Resources,3,3,Other,1,6535,3,Male,30,3,1,Manufacturing Director,2,Married,6224,14922,0,Y,No,12,3,3,80,2,20,3,4,7,7,4,7
43,No,Non-Travel,465,Research & Development,28,5,Other,1,6536,3,Male,51,4,1,Sales Representative,4,Single,19232,2830,0,Y,No,18,3,4,80,2,39,0,3,2,2,2,2
45,No,Travel_Rarely,1243,Research & Development,21,3,Marketing,1,6537,1,Female,98,4,4,Research Scientist,4,Single,4815,6274,8,Y,Yes,24,3,3,80,0,38,3,3,21,15,3,15
35,No,Travel_Rarely,529,Sales,20,3,Other,1,6538,4,Male,46,4,4,Research Director,1,Married,14685,16049,6,Y,No,24,3,2,80,2,12,3,3,8,8,2,3
49,No,Travel_Rarely,602,Research & Development,11,2,Human Resources,1,6539,4,Male,61,1,5,Manager,3,Married,13413,19116,8,Y,No,23,3,3,80,3,39,4,2,25,1,14,7
20,No,Travel_Rarely,1141,Sales,2,3,Marketing,1,6540,2,Male,82,4,5,Manufacturing Director,3,Married,11507,9789,9,Y,Yes,17,3,3,80,0,35,3,3,17,11,14,10
19,Yes,Travel_Rarely,936,Sales,17,1,Human Resources,1,6541,2,Female,80,4,1,Laboratory Technician,1,Single,16090,18342,8,Y,No,11,3,4,80,0,7,6,2,5,4,5,5
50,No,Travel_Frequently,423,Research & Development,12,5,Medical,1,6542,2,Male,44,1,5,Sales Representative,4,Married,10303,25984,2,Y,No,15,3,3,80,2,24,1,4,6,6,0,6
59,Yes,Travel_Rarely,834,Sales,10,3,Other,1,6543,3,Female,92,1,3,Human Resources,2,Divorced,2179,3864,8,Y,Yes,20,3,4,80,2,38,1,4,18,12,9,6
36,No,Travel_Rarely,607,Human Resources,9,3,Medical,1,6544,4,Female,44,3,5,Research Scientist,2,Married,16687,3294,7,Y,No,18,3,4,80,0,16,4,2,3,3,3,3
34,No,Travel_Rarely,871,Sales,23,4,Marketing,1,6545,3,Male,45,1,5,Research Director,1,Married,9502,4596,5,Y,No,11,4,1,80,3,17,2,3,5,5,5,5
50,No,Travel_Rarely,1180,Research & Development,9,5,Technical Degree,1,6546,4,Male,31,2,3,Research Scientist,4,Married,12973,25398,4,Y,No,16,3,3,80,1,37,6,3,9,7,9,9
29,Yes,Non-Travel,1445,Sales,14,5,Technical Degree,1,6547,3,Female,55,3,3,Manager,3,Divorced,16349,10084,4,Y,Yes,20,3,3,80,3,14,2,3,14,8,11,12
20,No,Non-Travel,1200,Research & Development,1,3,Life Sciences,1,6548,2,Female,82,1,2,Research Director,4,Divorced,5522,8577,4,Y,Yes,21,4,2,80,1,4,4,1,4,4,4,4
60,No,Travel_Rarely,219,Sales,25,1,Medical,1,6549,3,Male,62,4,4,Sales Executive,2,Married,10467,14961,9,Y,Yes,15,3,3,80,0,16,3,2,16,6,1,14
43,No,Travel_Frequently,1037,Research & Development,29,4,Medical,1,6550,1,Male,68,3,4,Sales Representative,3,Single,15282,6810,1,Y,No,20,4,2,80,0,17,3,2,17,5,8,7
52,No,Travel_Rarely,1368,Research & Development,9,1,Technical Degree,1,6551,2,Female,75,3,1,Human Resources,4,Married,2565,5693,0,Y,No,25,4,3,80,1,4,4,2,4,4,3,4
25,No,Travel_Rarely,1160,Research & Development,2,3,Marketing,1,6552,1,Male,97,4,2,Manager,3,Married,4020,4627,1,Y,No,24,3,4,80,2,13,4,1,9,8,6,0
53,No,Travel_Rarely,1408,Sales,26,5,Life Sciences,1,6553,1,Female,98,4,2,Manager,1,Single,4171,14105,2,Y,No,21,4,4,80,2,21,1,4,21,1,3,2
24,No,Travel_Rarely,771,Sales,5,5,Medical,1,6554,2,Female,37,4,2,Human Resources,4,Married,15512,20671,8,Y,Yes,20,3,3,80,1,18,5,3,9,9,9,9
53,No,Travel_Rarely,608,Sales,8,1,Life Sciences,1,6555,1,Male,51,2,2,Research Scientist,4,Married,18873,2649,6,Y,Yes,23,4,3,80,3,7,2,3,7,7,7,5
33,No,Travel_Rarely,1470,Research & Development,5,2,Medical,1,6556,1,Female,45,3,5,Manufacturing Director,2,Married,6034,15726,3,Y,No,15,3,3,80,3,14,5,2,14,10,1,14
41,No,Travel_Rarely,433,Research & Development,7,3,Human Resources,1,6557,4,Female,62,2,2,Research Director,1,Single,4906,12865,9,Y,No,20,3,1,80,2,1,4,1,1,1,1,0
18,Yes,Travel_Frequently,364,Research & Development,27,5,Human Resources,1,6558,3,Male,88,2,1,Healthcare Representative,2,Single,10310,17229,4,Y,Yes,24,3,4,80,0,3,1,4,3,3,3,0
42,No,Travel_Rarely,366,Sales,29,2,Life Sciences,1,6559,1,Male,82,4,4,Human Resources,3,Divorced,11823,7898,1,Y,No,22,3,1,80,2,18,6,3,18,1,11,14
27,No,Travel_Rarely,250,Research & Development,25,5,Technical Degree,1,6560,3,Female,34,1,2,Laboratory Technician,4,Single,3079,13368,2,Y,No,16,3,1,80,3,10,0,2,4,0,4,4
33,No,Travel_Rarely,1276,Research & Development,9,5,Technical Degree,1,6561,1,Male,85,2,4,Manager,3,Divorced,3928,12698,6,Y,No,15,3,2,80,2,1,5,3,1,1,0,1
33,No,Travel_Rarely,1333,Sales,26,2,Medical,1,6562,2,Female,51,1,3,Manager,2,Married,14799,23636,1,Y,No,13,3,1,80,0,19,1,2,19,8,7,17
25,No,Travel_Rarely,459,Research & Development,12,1,Other,1,6563,2,Male,32,1,1,Laboratory Technician,4,Single,15655,25957,2,Y,No,12,3,4,80,1,36,4,1,16,11,2,6
46,Yes,Travel_Rarely,1386,Research & Development,22,3,Human Resources,1,6564,4,Female,91,4,3,Manager,2,Single,8224,14198,5,Y,Yes,21,3,3,80,2,12,1,3,12,5,12,12
56,No,Travel_Frequently,772,Sales,29,2,Human Resources,1,6565,2,Female,83,1,2,Sales Executive,3,Married,4413,14682,4,Y,No,21,3,4,80,3,29,2,3,29,0,0,12
45,No,Travel_Rarely,862,Sales,3,2,Life Sciences,1,6566,4,Male,32,2,5,Healthcare Representative,3,Single,2968,26249,1,Y,No,21,3,1,80,0,37,2,3,27,10,5,12
23,No,Travel_Rarely,1344,Sales,24,5,Other,1,6567,2,Male,41,1,5,Research Scientist,1,Divorced,5119,3071,2,Y,No,15,3,4,80,1,24,1,2,24,2,1,9
33,No,Travel_Frequently,1385,Research & Development,4,2,Life Sciences,1,6568,3,Male,94,2,1,Research Director,3,Divorced,5983,5015,4,Y,No,25,3,2,80,2,10,6,2,10,10,4,0
37,No,Travel_Rarely,1127,Sales,15,3,Technical Degree,1,6569,1,Female,98,4,2,Sales Representative,4,Married,3495,22216,7,Y,Yes,20,3,1,80,3,4,5,1,0,0,0,0
33,No,Travel_Rarely,317,Sales,14,1,Technical Degree,1,6570,1,Female,93,2,2,Sales Representative,3,Divorced,10997,16132,1,Y,No,23,3,2,80,1,36,4,2,17,3,12,9
24,No,Travel_Rarely,591,Research & Development,7,1,Other,1,6571,4,Female,52,1,2,Manufacturing Director,2,Single,16325,4360,9,Y,No,20,3,3,80,2,20,2,3,20,6,12,1
58,No,Travel_Rarely,628,Sales,4,1,Other,1,6572,2,Male,81,2,2,Research Scientist,4,Divorced,4385,5495,2,Y,No,20,3,3,80,0,18,2,3,14,12,3,13
31,No,Travel_Rarely,332,Sales,26,3,Technical Degree,1,6573,3,Male,37,1,1,Laboratory Technician,4,Divorced,17428,8881,3,Y,No,21,3,4,80,2,13,3,2,13,7,10,13
60,No,Travel_Rarely,1480,Research & Development,25,5,Marketing,1,6574,3,Male,75,1,1,Manufacturing Director,1,Married,6035,4299,0,Y,Yes,22,3,1,80,3,13,3,4,13,13,13,7
43,No,Travel_Rarely,813,Sales,24,3,Human Resources,1,6575,2,Male,42,4,1,Laboratory Technician,1,Single,12850,16640,7,Y,No,22,3,3,80,3,14,5,1,14,8,11,11
43,Yes,Travel_Rarely,194,Research & Development,5,2,Human Resources,1,6576,1,Male,53,1,5,Laboratory Technician,2,Married,13373,23437,4,Y,No,19,4,3,80,3,35,0,2,31,14,10,17
31,No,Travel_Rarely,310,Research & Development,22,4,Life Sciences,1,6577,2,Male,72,3,2,Sales Executive,4,Divorced,2645,12291,1,Y,Yes,19,3,2,80,0,26,1,2,26,16,9,16
24,No,Travel_Rarely,1102,Research & Development,18,4,Human Resources,1,6578,1,Female,82,2,3,Sales Executive,2,Single,16284,5739,9,Y,No,23,3,4,80,3,23,5,4,23,7,13,11
50,Yes,Travel_Frequently,1437,Research & Development,20,4,Life Sciences,1,6579,2,Male,32,3,4,Research Director,1,Single,3603,14530,3,Y,Yes,14,3,2,80,3,30,6,3,23,1,15,8
43,No,Travel_Rarely,599,Sales,1,1,Other,1,6580,1,Female,57,3,1,Research Director,2,Married,19760,20729,9,Y,No,21,3,1,80,1,34,1,4,27,10,7,2
37,No,Travel_Rarely,596,Research & Development,17,3,Other,1,6581,4,Male,68,2,1,Sales Executive,2,Married,12226,22813,4,Y,No,19,3,2,80,3,26,1,4,6,6,0,6
20,No,Non-Travel,978,Research & Development,11,3,Marketing,1,6582,3,Female,48,4,5,Manufacturing Director,1,Single,4220,26388,0,Y,No,23,3,1,80,0,16,4,4,16,16,9,6
21,No,Travel_Rarely,837,Research & Development,14,1,Other,1,6583,2,Female,35,2,5,Research Scientist,4,Divorced,2225,23666,3,Y,No,22,3,3,80,1,18,1,2,18,16,4,9
43,No,Travel_Rarely,1205,Research & Development,15,2,Technical Degree,1,6584,1,Female,59,4,4,Sales Executive,2,Divorced,6969,26929,1,Y,No,21,3,4,80,1,14,5,3,14,12,1,13
28,Yes,Non-Travel,1378,Human Resources,6,4,Marketing,1,6585,1,Male,88,1,5,Research Scientist,2,Single,18688,23816,5,Y,Yes,21,3,3,80,1,15,4,1,15,15,9,15
19,No,Travel_Rarely,750,Research & Development,10,4,Technical Degree,1,6586,1,Female,34,3,1,Sales Executive,4,Divorced,13955,2035,6,Y,Yes,24,3,4,80,1,39,6,1,21,11,12,10
31,No,Travel_Rarely,880,Human Resources,21,1,Technical Degree,1,6587,4,Male,71,2,2,Healthcare Representative,1,Single,13091,20189,7,Y,No,21,3,4,80,3,13,2,1,13,13,2,1
47,Yes,Travel_Frequently,133,Research & Development,19,4,Life Sciences,1,6588,1,Male,89,1,2,Manager,4,Single,5257,17741,5,Y,No,22,4,4,80,0,31,4,1,31,5,10,3
29,No,Non-Travel,308,Research & Development,28,5,Technical Degree,1,6589,3,Female,31,2,5,Research Director,1,Single,16848,9666,4,Y,No,19,3,4,80,1,40,3,4,0,0,0,0
43,No,Travel_Rarely,449,Research & Development,10,3,Marketing,1,6590,4,Female,84,2,4,Research Director,2,Married,13209,2080,8,Y,No,14,3,3,80,0,6,4,3,6,6,6,4
50,No,Travel_Rarely,675,Research & Development,6,4,Medical,1,6591,1,Male,52,1,2,Manufacturing Director,4,Divorced,8714,18713,2,Y,No,11,3,2,80,2,0,1,1,0,0,0,0
30,Yes,Travel_Rarely,510,Human Resources,4,4,Other,1,6592,3,Male,85,2,1,Laboratory Technician,3,Single,17568,24687,2,Y,No,11,3,1,80,0,26,2,1,22,4,10,16
31,No,Travel_Rarely,995,Research & Development,8,5,Life Sciences,1,6593,1,Male,34,1,2,Healthcare Representative,3,Married,12380,21863,3,Y,No,22,3,1,80,3,29,0,3,22,16,4,6
41,Yes,Travel_Rarely,513,Research & Development,20,2,Other,1,6594,3,Female,72,3,4,Research Director,2,Single,14909,19190,4,Y,No,20,3,2,80,3,23,1,1,23,1,10,8
51,No,Travel_Frequently,210,Sales,16,2,Technical Degree,1,6595,3,Female,89,1,5,Healthcare Representative,2,Single,2835,17955,4,Y,No,17,3,1,80,3,29,3,1,29,10,3,6
43,No,Travel_Rarely,608,Research & Development,4,5,Technical Degree,1,6596,1,Male,43,2,3,Sales Representative,3,Divorced,8222,17393,4,Y,No,18,3,1,80,2,18,6,1,18,14,12,7
38,No,Travel_Frequently,758,Sales,6,2,Human Resources,1,6597,3,Female,63,3,2,Manufacturing Director,4,Married,4722,21710,9,Y,No,14,3,3,80,3,37,3,4,17,15,3,1
45,No,Travel_Frequently,1182,Research & Development,26,1,Life Sciences,1,6598,2,Male,55,3,1,Research Scientist,4,Married,16358,12662,7,Y,No,11,3,3,80,3,40,3,3,4,4,1,4
53,Yes,Travel_Frequently,735,Research & Development,9,5,Life Sciences,1,6599,1,Female,72,1,4,Human Resources,4,Married,13291,12382,9,Y,No,15,3,1,80,1,13,6,3,6,6,4,6
